highlightID, color, start, length, end, author, quirkID, quirkTitle, sourceID, sourceTitle, questionID, quote,"Title","Year","Journal","Article Nr","Authors",
79,#8120e1,4845,566,5411,"Danie Smit",4,"Socio",2,"02_Mikalef P., Krogstie J. 2020",1,"and several other studies provide support to the idea that BDA resources need to be cultivated based on the type of process innovation capability they are targeted towards (Bouncken et al., 2018; Liu et al., 2018), as well as on contextual factors of the environment and the organisation (Schmiedel et al., 2019; Zelt et al., 2019). Such ﬁndings also are in line with a growing body of research in business process management literature which advocates a holistic perspective (Rosemann  De Bruin, 2005; Vom Brocke  Rosemann, 2010; Vom Brocke et al., 2014b).
This vie","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
80,#df4444,5412,429,5841,"Danie Smit",11,"Structure",2,"02_Mikalef P., Krogstie J. 2020",1," underscores the importance of complementary organisational factors when leveraging new digital technologies towards business process management and innovation (J. Recker  Mendling, 2016; Schmiedel et al., 2015; Trkman, 2010, 2013; Vom Brocke et al., 2016). Therefore, employing BDA to promote business process innovation, ﬁrst requires identifying the business valuecreating resources and the context in which they are

CONTACT ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
81,#8120e1,5412,429,5841,"Danie Smit",20,"Organisaitonal factors",2,"02_Mikalef P., Krogstie J. 2020",1," underscores the importance of complementary organisational factors when leveraging new digital technologies towards business process management and innovation (J. Recker  Mendling, 2016; Schmiedel et al., 2015; Trkman, 2010, 2013; Vom Brocke et al., 2016). Therefore, employing BDA to promote business process innovation, ﬁrst requires identifying the business valuecreating resources and the context in which they are

CONTACT ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
82,#e120e1,6890,200,7090,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"e in diﬀerent contexts and under a unique set of constraints, the resource base that they develop will be shaped to ﬁt the environment in which they operate (Drazin  Van de Ven, 1985). Research in the","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
83,#d95129,7415,683,8098,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1," idea, we ﬁrst draw a distinction between incremental and radical process innovation capabilities (Schniederjans, 2018), since the types of goals BDA are targeted towards are suggested to inﬂuence the importance of diﬀerent combinations of resources needed to attain them (Vom Brocke et al., 2016). In this study, we deﬁne incremental process innovation capability as an organisational ability to reinforce and extend existing processes by signiﬁcantly improving them, while a radical process innovation capability is the ability of a ﬁrm to introduce radically new processes that make existing processes obsolete (Gallouj  Savona, 2009; Subramaniam  Youndt, 2005). Furthermore, we i","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
84,#e12081,7415,683,8098,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1," idea, we ﬁrst draw a distinction between incremental and radical process innovation capabilities (Schniederjans, 2018), since the types of goals BDA are targeted towards are suggested to inﬂuence the importance of diﬀerent combinations of resources needed to attain them (Vom Brocke et al., 2016). In this study, we deﬁne incremental process innovation capability as an organisational ability to reinforce and extend existing processes by signiﬁcantly improving them, while a radical process innovation capability is the ability of a ﬁrm to introduce radically new processes that make existing processes obsolete (Gallouj  Savona, 2009; Subramaniam  Youndt, 2005). Furthermore, we i","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
85,#996633,8757,356,9113,"Danie Smit",23,"Theories",2,"02_Mikalef P., Krogstie J. 2020",1,"search question in a more ﬁnegrained fashion, we use the Resource-Based View (RBV) of the ﬁrm (Wernerfelt, 1984) as the underlying theoretical lens to identify the relevant BDA resources, and contingency theory to examine how contextual factors coalesce with the resources to drive incremental and radical process innovation capabilities. Building on a sam","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
86,#996633,8509,1061,9570,"Danie Smit",24,"Methods",2,"02_Mikalef P., Krogstie J. 2020",1,"ytics resources and contextual factors of the organizational and external environment are relevant for realizing incremental and radical process innovation capabilities, and how do these elements combine to achieve their eﬀects?”
To address this research question in a more ﬁnegrained fashion, we use the Resource-Based View (RBV) of the ﬁrm (Wernerfelt, 1984) as the underlying theoretical lens to identify the relevant BDA resources, and contingency theory to examine how contextual factors coalesce with the resources to drive incremental and radical process innovation capabilities. Building on a sample of 202 survey responses from IT managers in Norwegian ﬁrms, we employ

a conﬁgurational approach and examine the patterns of elements that lead to high levels of incremental and radical process innovation capabilities. This is done through the methodological tool fsQCA, which facilitates a more nuanced view of the non-linear relationships between BDA resources, contextual factors, and their eﬀect on process innovation capabilities.
The rest of the p","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
87,#21ff06,10632,390,11022,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"etween digital technologies, such as big data analytics, and process management projects has been a topic of much debate over the past few years (Del Giudice et al., 2018; Vom Brocke  Rosemann, 2010). The consensus in the research community is that digital technologies act as enablers and facilitators of changes identiﬁed in process management projects (Trkman, 2010). Several research ar","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
88,#800080,11622,406,12028,"Danie Smit",25,"Maturity",2,"02_Mikalef P., Krogstie J. 2020",1," recognises that a number of complementary elements needs to be addressed in order to lead to successful and sustainable deployments in process management projects (Rosemann  Vom Brocke, 2015). An outcome of this perspective have been several maturity models, which attempt to outline the core areas and levels of change that need to be managed in order to lead to successful adapted or


262 P. MIKALEF AN","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
89,#21ff06,12575,319,12894,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"pted that in order to derive any business value from big data, ﬁrms must also take into account the organisational fabric into which these technologies will be utilised and allocate the required resources to harness the insight that big data can deliver (Abbasi et al., 2016; Conboy et al., 2020). Empirical work lookin","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
90,#8120e1,12575,319,12894,"Danie Smit",20,"Organisaitonal factors",2,"02_Mikalef P., Krogstie J. 2020",1,"pted that in order to derive any business value from big data, ﬁrms must also take into account the organisational fabric into which these technologies will be utilised and allocate the required resources to harness the insight that big data can deliver (Abbasi et al., 2016; Conboy et al., 2020). Empirical work lookin","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
91,#800080,12575,319,12894,"Danie Smit",26,"Value",2,"02_Mikalef P., Krogstie J. 2020",1,"pted that in order to derive any business value from big data, ﬁrms must also take into account the organisational fabric into which these technologies will be utilised and allocate the required resources to harness the insight that big data can deliver (Abbasi et al., 2016; Conboy et al., 2020). Empirical work lookin","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
92,#21ff06,12894,280,13174,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"g into the impact that structured adoption of BDA overall has documented positive eﬀects on organisational performance measures and key indicators (Côrte-Real et al., 2017; Gupta  George, 2016; Hassna  Lowry, 2018; Müller et al., 2018; Wamba et al., 2017). Nevertheless, there is ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
93,#20ffff,12894,279,13173,"Danie Smit",1,"Transformation",2,"02_Mikalef P., Krogstie J. 2020",1,"g into the impact that structured adoption of BDA overall has documented positive eﬀects on organisational performance measures and key indicators (Côrte-Real et al., 2017; Gupta  George, 2016; Hassna  Lowry, 2018; Müller et al., 2018; Wamba et al., 2017). Nevertheless, there is","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
94,#e12020,13667,852,14519,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1," BDA can have in enabling incremental and radical process innovation capabilities can allow ﬁrms to direct their investments and deployments accordingly and focus on areas that are of higher importance to them. Even more, there is an overarching assumption that BDA resources are equally important regardless of the context in which they are applied. Such one-size-ﬁts-all approaches have been challenged by latest practice-based reports and research studies (Conboy et al., 2020; Ebner et al., 2014; Kiron, 2017; Mikalef et al., 2019a). In fact, it is argued that depending on the context in which BDA is applied, and the outcomes towards which it is directed, there is a need to adopt a diﬀerent approach, and focus on a diﬀerent combination of complementary resources to realise expected objectives (Ramanathan et al., 2017). We ground this research","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
95,#d95129,13667,234,13901,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1," BDA can have in enabling incremental and radical process innovation capabilities can allow ﬁrms to direct their investments and deployments accordingly and focus on areas that are of higher importance to them. Even more, there is an ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
96,#800080,14520,209,14729,"Danie Smit",27,"Competitive advantage",2,"02_Mikalef P., Krogstie J. 2020",1,"theoretically on the RBV, which posits that the resources a ﬁrms owns or has under its control can be leveraged strategically to confer a competitive advantage (Spanos  Lioukas, 2001). Since the aim of this st","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
97,#1086e1,15215,180,15395,"Danie Smit",9,"Physical System",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, data, technology and other basic resources are considered important pillars for success in the context of BDA deployments (Gupta  George, 2016). A common concern amongst I","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
98,#2600e1,15215,180,15395,"Danie Smit",28,"Data",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, data, technology and other basic resources are considered important pillars for success in the context of BDA deployments (Gupta  George, 2016). A common concern amongst I","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
99,#21ff06,15215,180,15395,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, data, technology and other basic resources are considered important pillars for success in the context of BDA deployments (Gupta  George, 2016). A common concern amongst I","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
100,#996633,15215,180,15395,"Danie Smit",13,"Key quotes",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, data, technology and other basic resources are considered important pillars for success in the context of BDA deployments (Gupta  George, 2016). A common concern amongst I","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
101,#2600e1,15397,157,15554,"Danie Smit",28,"Data",2,"02_Mikalef P., Krogstie J. 2020",1,"strategists and data analysts is the quality and availability of the data they analyse (Janssen et al., 2017; Park et al., 2017). From an infrastructure poin","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
102,#1647e3,15554,268,15822,"Danie Smit",8,"Platforms",2,"02_Mikalef P., Krogstie J. 2020",1,"t of view, it is also critical for ﬁrms to possess the necessary capacities for storing, sharing, and analysing data, as well as for analytic methods to turn data into insight (Mikalef et al., 2018b; Müller et al., 2018; Park et al., 2017). Furthermore, basic resource","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
103,#e12020,15822,220,16042,"Danie Smit",15,"Invest",2,"02_Mikalef P., Krogstie J. 2020",1,"s such as ﬁnancial support are necessary at all stages of big data projects, particularly when considering the long lag eﬀects they have in producing measurable outcomes (Günther et al., 2017).
Regarding the human factor","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
104,#e120e1,16043,388,16431,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1," Wamba et al. (2017) recognise that technical and managerial skills are important to derive business value from big data investments (Wamba et al., 2017). Speciﬁcally, concerning technical skills, Davenport and Patil (2012) emphasise on the importance that the emerging job of the data scientist will have in the next few years throughout a number of industries. Such technical skills are","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
105,#21ff06,16043,388,16431,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1," Wamba et al. (2017) recognise that technical and managerial skills are important to derive business value from big data investments (Wamba et al., 2017). Speciﬁcally, concerning technical skills, Davenport and Patil (2012) emphasise on the importance that the emerging job of the data scientist will have in the next few years throughout a number of industries. Such technical skills are","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
106,#2600e1,16433,221,16654,"Danie Smit",28,"Data",2,"02_Mikalef P., Krogstie J. 2020",1,"mportant when it comes to understanding what data is of value, and how diﬀerent data types can be cleansed, processed, and analysed to derive insights that are actionable (Costa  Santos, 2017). Nevertheless, while technic","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
107,#e04ae4,16655,235,16890,"Danie Smit",30,"Strategic",2,"02_Mikalef P., Krogstie J. 2020",1,"l skills are important, one of the most critical aspects of data science is the ability of data-analytic thinking and strategic planning based on data-driven insight (Mikalef et al., 2018a; Prescott, 2014). Several studies underscore t","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
108,#e12020,16890,184,17074,"Danie Smit",31,"Management support",2,"02_Mikalef P., Krogstie J. 2020",1,"he importance of top management in driving big data initiatives and identifying areas where analytics can be utilised (Park et al., 2017; Vidgen et al., 2017). With data analytic techn","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
109,#e12020,16890,187,17077,"Danie Smit",31,"Management support",2,"02_Mikalef P., Krogstie J. 2020",1,"he importance of top management in driving big data initiatives and identifying areas where analytics can be utilised (Park et al., 2017; Vidgen et al., 2017). With data analytic techniqu","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
110,#21ff06,16890,184,17074,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"he importance of top management in driving big data initiatives and identifying areas where analytics can be utilised (Park et al., 2017; Vidgen et al., 2017). With data analytic techn","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
111,#e120e1,17078,298,17376,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"s becoming increasingly more sophisticated, it is important that managers have the necessary knowledge to understand where they can be applied, and also how they can base their decisions on the generated insight to improve decision-making quality (Janssen et al., 2017).
In relation to intangible r","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
112,#21ff06,17377,427,17804,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, a data-driven culture and organisational learning are widely regarded as important components of eﬀective deployments of big data initiatives (Abbasi et al., 2016). For ﬁrms that have deployed big data projects, a data-driven culture has been suggested to be a key factor in determining overall success and alignment with organisational strategy (Grover et al., 2018; LaValle et al., 2011).


EUROPEAN JOURNAL OF INFOR","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
113,#df4bc9,17377,427,17804,"Danie Smit",19,"Culture",2,"02_Mikalef P., Krogstie J. 2020",1,"sources, a data-driven culture and organisational learning are widely regarded as important components of eﬀective deployments of big data initiatives (Abbasi et al., 2016). For ﬁrms that have deployed big data projects, a data-driven culture has been suggested to be a key factor in determining overall success and alignment with organisational strategy (Grover et al., 2018; LaValle et al., 2011).


EUROPEAN JOURNAL OF INFOR","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
114,#e120e1,17852,252,18104,"Danie Smit",29,"Skills",2,"02_Mikalef P., Krogstie J. 2020",1,"ganisational learning, primarily due to the constantly changing landscape in terms of technologies and business practices, which require ﬁrms to infuse the idea of continuous learning into their fabric (Vidgen et al., 2017). These resources have been h","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
115,#21ff06,17852,252,18104,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ganisational learning, primarily due to the constantly changing landscape in terms of technologies and business practices, which require ﬁrms to infuse the idea of continuous learning into their fabric (Vidgen et al., 2017). These resources have been h","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
116,#d95129,18410,372,18782,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1,"ement has predominantly focused on promoting incremental improvements through eﬃciency and eﬀectiveness on business processes through standardisation, automation, and optimisation, there is a growing stream of research that highlights the potential for radical process innovations (J. C. Recker  Rosemann, 2015; Vom Brocke  Schmiedel, 2015). In today's dynamic globalised ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
117,#800080,18881,304,19185,"Danie Smit",26,"Value",2,"02_Mikalef P., Krogstie J. 2020",1,"rocess innovation is proportional to the level of output produced by a given ﬁrm. Hence, as industries mature and increase their numbers and frequencies of use of their business processes, they have increased incentives to pursue process innovation (Adner  Levinthal, 2001). Second, process innovation is","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
118,#e12081,18881,304,19185,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1,"rocess innovation is proportional to the level of output produced by a given ﬁrm. Hence, as industries mature and increase their numbers and frequencies of use of their business processes, they have increased incentives to pursue process innovation (Adner  Levinthal, 2001). Second, process innovation is","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
119,#e12081,19498,234,19732,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1," that process innovation has a positive eﬀect on product innovation, and that by fostering process innovation, a ﬁrm will be able to improve its product quality or even to produce entirely new products. Therefore, facilitating process","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
120,#800080,19821,373,20194,"Danie Smit",26,"Value",2,"02_Mikalef P., Krogstie J. 2020",1,"s have begun to adopt a servitization approach, where large parts of revenues are generated from the services provided around physical products (Kowalkowski et al., 2017). Therefore, designing and improving the processes that underpin these services are of high importance for competitiveness and sustained performance (Trkman et al., 2015).
In this study we examine a ﬁrm'","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
121,#e12081,20195,311,20506,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1," process innovation capability, which is deﬁned as a ﬁrm's ability, relative to its competitors, to apply the collective knowledge, skills, and resources to innovation activities relating to new processes, in order to create added business value for the ﬁrm (Hogan et al., 2011). We identify two main types of p","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
122,#20ffff,20833,408,21241,"Danie Smit",17,"Change",2,"02_Mikalef P., Krogstie J. 2020",1,"ave been argued to enhance supply chain performance, enable greater levels of information sharing, and promote interfunctional cooperation (Schniederjans, 2018).
On the other hand, a radical process innovation capability is focused around the ability of the ﬁrm to make current/existing processes obsolete through the introduction of novel ones (Subramaniam  Youndt, 2005). Examples of radical process innova","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
123,#e12081,20833,408,21241,"Danie Smit",22,"process Innovation",2,"02_Mikalef P., Krogstie J. 2020",1,"ave been argued to enhance supply chain performance, enable greater levels of information sharing, and promote interfunctional cooperation (Schniederjans, 2018).
On the other hand, a radical process innovation capability is focused around the ability of the ﬁrm to make current/existing processes obsolete through the introduction of novel ones (Subramaniam  Youndt, 2005). Examples of radical process innova","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
124,#d95129,22037,624,22661,"Danie Smit",2,"Process Management",2,"02_Mikalef P., Krogstie J. 2020",1,"as a long tradition of examining methods and approaches for innovation. Nevertheless, recent studies that attempt to isolate the elements that underpin process innovation, underline the importance of taking into account a holistic view, including the role of digital technologies, culture, and people (Mendling et al., 2017; Rosemann  Vom Brocke, 2015), and adopting an evolutionary view of the ﬁrm to its environment in order to examine how the market conditions under which ﬁrms operate to inﬂuence the choice of resources that are needed to achieve business goals (Klun  Trkman, 2018).
When it comes to use of BDA in the ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
125,#e000c0,22143,517,22660,"Danie Smit",32,"Holistic",2,"02_Mikalef P., Krogstie J. 2020",1,"attempt to isolate the elements that underpin process innovation, underline the importance of taking into account a holistic view, including the role of digital technologies, culture, and people (Mendling et al., 2017; Rosemann  Vom Brocke, 2015), and adopting an evolutionary view of the ﬁrm to its environment in order to examine how the market conditions under which ﬁrms operate to inﬂuence the choice of resources that are needed to achieve business goals (Klun  Trkman, 2018).
When it comes to use of BDA in the","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
126,#e000c0,23033,271,23304,"Danie Smit",32,"Holistic",2,"02_Mikalef P., Krogstie J. 2020",1,"ction is that digital technologies such as BDA are reprogrammable, so organisations explore conﬁgurations of technologies, people and processes in order to confront diﬀerent types of innovation outcomes and goals (Lehrer et al., 2018).
Such eﬀorts have signalled a shift ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
127,#7600e1,23033,271,23304,"Danie Smit",33,"Goal setting",2,"02_Mikalef P., Krogstie J. 2020",1,"ction is that digital technologies such as BDA are reprogrammable, so organisations explore conﬁgurations of technologies, people and processes in order to confront diﬀerent types of innovation outcomes and goals (Lehrer et al., 2018).
Such eﬀorts have signalled a shift ","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
128,#e120e1,23033,494,23527,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"ction is that digital technologies such as BDA are reprogrammable, so organisations explore conﬁgurations of technologies, people and processes in order to confront diﬀerent types of innovation outcomes and goals (Lehrer et al., 2018).
Such eﬀorts have signalled a shift towards a broader perspective in understanding process innovation, incorporating organisational and external contextual factors in investigations (T. Schmiedel et al., 2015; J. Vom Brocke


264 P. MIKALEF AND J. KROGSTIE

e","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
129,#8120e1,23577,241,23818,"Danie Smit",20,"Organisaitonal factors",2,"02_Mikalef P., Krogstie J. 2020",1,"lude resource structuring or capability building processes, whereas external factors concern the conditions of the market, such as the complexity or rate of change of customer preference and technologies. The main argument made is that proce","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
130,#e120e1,23577,241,23818,"Danie Smit",21,"Environment",2,"02_Mikalef P., Krogstie J. 2020",1,"lude resource structuring or capability building processes, whereas external factors concern the conditions of the market, such as the complexity or rate of change of customer preference and technologies. The main argument made is that proce","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
131,#81e120,24032,336,24368,"Danie Smit",34,"Big data analytics",2,"02_Mikalef P., Krogstie J. 2020",1,"s a key technological development in achieving such outcomes, with several research commentaries and empirical studies highlighting the facilitating role that structured adoptions may have on strengthening ﬁrms incremental and radical process innovation capabilities (Van der Aalst  Damiani, 2015). More precisely, in realising gains in","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
132,#21ff06,24032,336,24368,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"s a key technological development in achieving such outcomes, with several research commentaries and empirical studies highlighting the facilitating role that structured adoptions may have on strengthening ﬁrms incremental and radical process innovation capabilities (Van der Aalst  Damiani, 2015). More precisely, in realising gains in","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
133,#2600e1,24369,295,24664,"Danie Smit",28,"Data",2,"02_Mikalef P., Krogstie J. 2020",1,"terms of incremental processes, it is suggested that ﬁrms should place emphasis on acquiring quality data and investing in a strong technological infrastructure that can handle the requirements of the data processing value chain (Vera-Baquero et al., 2013). Furthermore, approaches such as proce","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
134,#1647e3,24369,295,24664,"Danie Smit",8,"Platforms",2,"02_Mikalef P., Krogstie J. 2020",1,"terms of incremental processes, it is suggested that ﬁrms should place emphasis on acquiring quality data and investing in a strong technological infrastructure that can handle the requirements of the data processing value chain (Vera-Baquero et al., 2013). Furthermore, approaches such as proce","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
135,#8120e1,24665,250,24915,"Danie Smit",12,"Process mining",2,"02_Mikalef P., Krogstie J. 2020",1,"s mining which build on big data sets from event logs to extract knowledge and discover, monitor and improve real processes, put a strong focus on the technical skills of the data scientist (Van Der Aalst, 2016).
On the other hand, when it comes to r","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
136,#e12020,24935,242,25177,"Danie Smit",31,"Management support",2,"02_Mikalef P., Krogstie J. 2020",1,"ations, it has been advocated that a top-down approach is more appropriate, where managerial support and skills are central, as well as a culture that supports such fundamental shifts (Das et al., 2018). These factors combined with a proactiv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
137,#21ff06,24935,242,25177,"Danie Smit",3,"Enabling Factor",2,"02_Mikalef P., Krogstie J. 2020",1,"ations, it has been advocated that a top-down approach is more appropriate, where managerial support and skills are central, as well as a culture that supports such fundamental shifts (Das et al., 2018). These factors combined with a proactiv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
138,#df4bc9,24935,242,25177,"Danie Smit",19,"Culture",2,"02_Mikalef P., Krogstie J. 2020",1,"ations, it has been advocated that a top-down approach is more appropriate, where managerial support and skills are central, as well as a culture that supports such fundamental shifts (Das et al., 2018). These factors combined with a proactiv","Examining the interplay between big data analytics and contextual factors in driving process innovation capabilities","2020","European journal of information systems","02","Mikalef P.,Krogstie J.",
